class,id,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
0,11,2,0.002773,0.012773999999999999,17,3.05,3.07,0.194189,0.007729000000000001,5.05,0.001972,12.4762,0.001257,1.02,3.12,9,0,0,61,0.002571,1.02,0.387965,0.0,0.010089,5.45,9,195,4,23,3,10,0.0,0.0,253,2.02,97,0.010234,0.004289,0.014922999999999999,3.06,4.98,18,8.72,11,0,2,0,4.1,0.0,8.11,0.051998,5.08,17,0.003956,0.013074,0.016808,48,19,0.021117,8.45,0.134258,0.004135
0,12,0,0.0,0.0,2,0.0,0.0,0.0037689999999999998,0.0,0.0,0.0,2.65048,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.24008000000000002,0.0,0.0,0.0,3,21,0,2,1,1,0.0,0.0,1,0.0,16,0.0,0.0,0.0,0.0,0.0,4,0.0,6,0,3,0,0.0,0.0,0.0,0.083459,0.0,2,0.0,0.0,0.0,9,2,0.0,0.0,0.20619400000000002,0.0
0,13,0,0.0,0.0,2,0.0,0.0,0.0047020000000000005,0.0,0.0,0.0,0.96755,0.0,0.0,0.0,0,0,0,10,0.0,0.0,0.028285,0.0,0.0,0.0,6,37,2,4,2,0,0.0,0.0,6,0.0,22,0.0,0.0,0.0,1.02,0.0,6,0.0,2,0,2,0,0.0,0.0,1.02,0.003164,0.0,2,0.0037329999999999998,0.0,0.0,39,4,0.003525,0.0,0.005026,0.0
0,14,1,0.0,0.0,1,0.0,0.0,0.004841,0.0,0.0,0.0,0.9383379999999999,0.0,0.0,0.0,0,0,0,19,0.0,0.0,0.044092,0.0,0.0,0.0,1,73,0,5,1,1,0.0,0.0,10,0.0,25,0.0,0.0,0.0,0.0,0.0,2,0.0,1,0,1,0,0.0,0.0,0.0,0.011186,0.0,1,0.0,0.0,0.0,10,4,0.0,0.0,0.044749000000000004,0.0
0,15,0,0.026973,0.001027,1,0.0,0.0,0.017279,0.031783,1.01,0.0,4.30098,0.0,0.0,2.02,0,0,0,9,0.0,0.0,0.11495,0.0,0.0,2.02,1,27,0,9,2,2,0.0,0.0,36,0.0,17,0.032888,0.0,0.032498,0.0,2.15,3,2.04,1,0,1,0,2.02,0.0,1.01,0.011327,5.08,1,0.0,0.039276,0.032899,31,9,0.0010140000000000001,2.06,0.02288,0.033121
1,16,0,0.0008,0.0015630000000000002,4,0.0,0.0,0.344828,0.000938,1.01,0.0,10.1352,0.0,0.0,1.01,0,1,0,25,0.0,0.0,0.24634699999999998,0.0,0.0,1.01,5,111,0,13,3,8,0.0,0.0,78,0.0,38,0.0009119999999999999,0.0,0.000909,1.01,1.13,13,2.03,3,0,3,0,1.01,0.0,2.02,0.017019,3.06,4,0.0007059999999999999,0.010398000000000001,0.0016010000000000002,37,11,0.002867,1.03,0.006437000000000001,0.000941
0,17,0,0.0036049999999999997,0.0,9,1.01,1.01,0.016689,0.003978,0.0,0.0,6.71691,0.0,0.0,2.02,1,0,0,15,0.0,0.0,0.199952,0.0,0.0,3.03,3,61,1,5,3,1,0.0,1.01,10,0.0,19,0.006669,0.0008939999999999999,0.006465,0.0,2.07,3,3.07,3,0,2,0,2.02,0.001152,0.0,0.024071000000000002,4.08,9,0.0,0.017531,0.006204,35,5,0.0,3.15,0.052328999999999994,0.003909
0,18,0,0.0,0.0015630000000000002,3,0.0,0.0,0.070134,0.0,1.01,0.0,6.09962,0.0,0.0,0.0,0,0,0,14,0.0,0.0,0.157212,2.02,0.0,1.06,1,58,0,8,2,0,0.0022559999999999998,0.0,28,0.0,18,0.000519,0.0,0.000995,1.01,0.0,1,1.05,4,0,3,0,0.0,0.0,2.02,0.012771,3.03,3,0.000404,0.008406,0.0006320000000000001,24,7,0.002029,2.34,0.00759,0.0
0,19,0,0.0,0.0,1,0.0,0.0,0.02192,0.0,0.0,0.0,3.6682900000000003,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.206585,0.0,0.0,0.0,2,10,0,2,1,1,0.0,0.0,1,0.0,6,0.0,0.0,0.0,1.01,0.0,3,0.0,0,0,0,0,0.0,0.0,1.01,0.056402999999999995,3.03,1,0.03059,0.010398000000000001,0.0,10,2,0.037887,0.0,0.108521,0.0
0,20,0,0.0,0.0,0,0.0,1.01,0.0,0.0,0.0,0.013590999999999999,0.0,0.0,0.0,0.0,0,0,0,7,0.0,1.01,0.0,0.0,0.0,1.01,4,22,1,3,3,1,0.0,0.0,3,0.0,9,0.014478,0.012527,0.017307,2.02,0.0,5,1.04,1,0,1,0,0.0,0.0,2.02,0.0,5.05,0,0.02301,0.024375,0.019225,16,3,0.017274,1.04,0.0,0.0
0,21,0,0.0,0.0,1,0.0,0.0,0.010665000000000001,0.0,0.0,0.0,2.55041,0.0,0.0,0.0,0,0,0,17,0.0,0.0,0.174739,0.0,0.0,0.0,0,51,0,18,1,3,0.0,0.0,153,0.0,20,0.0,0.0,0.0,0.0,0.0,3,0.0,8,0,8,0,0.0,0.0,0.0,0.053311000000000004,3.03,1,0.0,0.010398000000000001,0.0,9,18,0.0,0.0,0.10690999999999999,0.0
0,22,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,8,72,0,5,2,1,0.0,0.0,10,0.0,23,0.0,0.0,0.0,0.0,0.0,9,0.0,14,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,0,0.0,0.0,0.0,0.0
0,23,0,0.011708,0.049736,2,0.0,0.0,0.009695,0.015802,2.03,0.0,2.2048,0.0,0.0,1.01,0,0,0,9,0.0,0.0,0.136638,0.0,0.0,1.01,1,38,0,5,1,9,0.0,0.0,10,0.0,9,0.014478,0.0,0.017307,0.0,1.04,10,1.01,0,0,0,0,1.01,0.0,2.03,0.043804,0.0,2,0.0,0.0,0.019225,9,5,0.052976,1.09,0.14508800000000002,0.014294
0,24,0,0.0,0.0,0,0.0,0.0,0.009491,0.0,0.0,0.0,0.740259,0.0,0.0,0.0,0,0,0,12,0.0,0.0,0.016145,0.0,0.0,0.0,9,70,0,2,1,0,0.0,0.0,1,0.0,38,0.0,0.0,0.0,3.03,0.0,9,1.01,0,0,0,0,0.0,0.0,3.03,0.000755,3.03,0,0.024069999999999998,0.010398000000000001,0.019225,9,2,0.018382,0.0,5e-06,0.0
0,25,1,0.0,0.0,5,0.0,0.0,0.039174,0.0,0.0,0.0,5.97302,0.0,0.0,0.0,0,0,0,9,0.0,0.0,0.27076,0.0,0.0,0.0,4,31,0,6,1,1,0.0,0.0,15,0.0,22,0.0,0.0,0.0,1.01,0.0,5,1.01,3,0,3,0,0.0,0.0,1.01,0.06580599999999999,1.01,5,0.0014529999999999999,0.005149,0.0012029999999999999,11,5,0.0032229999999999997,0.0,0.198475,0.0
0,26,0,0.0,0.0,0,0.0,0.0,0.016903,0.0,0.0,0.0,3.0742,0.0,0.0,0.0,0,0,0,12,0.0,0.0,0.073134,0.0,0.0,0.0,3,41,0,6,3,1,0.0,1.01,15,0.0,18,0.0,0.0,0.0,1.01,0.0,4,0.0,3,0,3,0,0.0,0.00406,1.01,0.00472,4.04,0,0.003144,0.013377000000000002,0.0,17,6,0.0036479999999999998,0.0,0.001173,0.0
0,27,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,5,45,0,5,2,1,0.0,0.0,10,0.0,15,0.0,0.0,0.0,0.0,0.0,6,0.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,0,0.0,0.0,0.0,0.0
0,28,0,0.0,0.0,2,0.0,0.0,0.038075,0.0,0.0,0.0,4.71817,0.0,0.0,0.0,0,0,0,6,0.0,0.0,0.251675,0.0,0.0,0.0,8,47,0,2,1,1,0.0,0.0,1,0.0,12,0.0,0.0,0.0024879999999999998,0.0,0.0,9,0.0,4,0,4,0,0.0,0.0,0.0,0.065434,2.02,2,0.0,0.00831,0.0,10,2,0.0,1.08,0.140904,0.0
0,29,0,0.0,0.03915,2,0.0,1.01,0.005452,0.0,1.01,0.027692,2.4634099999999997,0.0,0.0,0.0,0,0,0,10,0.0,1.01,0.135853,0.0,0.0,1.01,4,40,0,3,1,1,0.0,0.0,3,0.0,12,0.030266,0.027312,0.030010000000000002,1.01,0.0,5,2.03,7,0,7,0,0.0,0.0,1.02,0.039978,0.0,2,0.03059,0.0,0.049832,11,3,0.037887,1.01,0.132707,0.0
1,30,0,0.0,0.03915,3,0.0,0.0,0.016027,0.0,1.01,0.0,5.92561,0.0,0.0,0.0,1,0,0,6,0.0,0.0,0.2724,0.0,0.0,0.0,2,20,0,4,1,3,0.0,0.0,6,0.0,10,0.0,0.0,0.0,0.0,0.0,5,0.0,3,0,0,0,0.0,0.0,1.01,0.063889,3.06,3,0.0,0.010398000000000001,0.0,18,4,0.037887,0.0,0.12301500000000001,0.0
1,31,0,0.000679,0.082944,6,0.0,0.0,0.07017799999999999,0.000449,17.25,0.0,7.778010000000001,0.0,0.0,1.01,0,22,0,3,0.0,0.0,0.280119,6.13,0.0,2.02,0,7,0,4,1,90,0.00885,0.0,6,0.0,5,0.002306,0.0,0.01955,0.0,1.03,90,2.02,0,0,0,0,1.01,0.0,17.25,0.052783000000000004,3.03,6,0.0,0.010398000000000001,0.002597,9,4,0.089312,3.06,0.140061,0.000642
1,32,2,0.038666000000000006,0.019301,21,1.01,10.16,0.729388,0.037226999999999996,11.2,0.034085000000000004,19.5286,0.002193,2.02,8.27,2,0,0,53,0.0033740000000000003,5.09,0.739952,0.0,0.0,9.39,11,306,0,33,1,19,0.0,0.0,528,0.0,107,0.052569000000000005,0.05114,0.049566000000000006,5.06,13.13,29,9.67,19,0,8,0,7.24,0.0,14.25,0.14644400000000002,0.0,21,0.022297,0.0,0.051475,0,27,0.045863,11.2,0.360125,0.050099
0,33,0,0.001302,0.0,2,0.0,1.01,0.004011,0.000995,0.0,0.001449,1.39384,0.0,0.0,1.01,6,0,0,4,0.0,1.01,0.06439199999999999,0.0,0.0,1.01,2,21,0,3,1,2,0.0,0.0,3,0.0,6,0.002443,0.00246,0.003135,0.0,1.02,4,1.01,7,0,1,0,1.01,0.0,0.0,0.016152,2.02,2,0.0,0.00831,0.0034460000000000003,9,3,0.0,1.03,0.059927,0.002374
0,34,1,0.0,0.054855999999999995,2,0.0,0.0,0.047749,0.0,17.32,0.0,7.017639999999999,0.0,0.0,0.0,2,0,0,16,0.0,0.0,0.233481,0.0,0.0,1.02,2,37,0,10,1,72,0.0,0.0,45,0.0,18,0.0016239999999999998,0.0,0.0016589999999999999,0.0,0.0,74,0.0,2,0,0,0,0.0,0.0,17.32,0.041808,3.06,2,0.0,0.010398000000000001,0.0,18,7,0.055812,1.04,0.10388399999999999,0.0
0,35,1,0.0,0.0,5,0.0,0.0,0.319027,0.0,0.0,0.0,8.32875,0.0,0.0,0.0,2,0,0,41,0.0,0.0,0.33686,0.0,0.003039,2.12,10,123,1,5,2,1,0.0,0.0,10,1.01,25,0.004713,0.0,0.004431,2.04,0.0,11,2.04,2,0,0,0,0.0,0.0,2.04,0.070497,4.04,5,0.00412,0.012963999999999998,0.0043490000000000004,19,0,0.005587,2.35,0.139153,0.0
0,36,0,0.0,0.0,2,0.0,0.0,0.008459999999999999,0.0,0.0,0.0,2.5991,0.0,0.0,0.0,0,2,0,14,0.0,0.0,0.142869,0.0,0.0,0.0,4,74,1,8,3,2,0.0,0.0,28,0.0,36,0.0,0.0,0.017307,1.01,0.0,6,1.01,9,0,0,0,0.0,0.0,1.01,0.041912,1.01,2,0.020279,0.01201,0.019225,16,2,0.015088999999999998,1.01,0.141042,0.0
1,37,0,0.0,0.03915,2,0.0,0.0,0.000601,0.0,1.01,0.0,1.54522,0.0,0.0,0.0,9,0,0,32,0.0,0.0,0.089145,0.0,0.010265999999999999,0.0,10,189,1,13,2,1,0.0,0.0,78,1.01,64,0.0,0.0,0.011241,0.0,0.0,10,0.0,9,0,0,0,0.0,0.0,0.0,0.027315,0.0,2,0.0,0.0,0.0,16,4,0.0,1.01,0.096226,0.0
0,38,0,0.0,0.0,1,0.0,0.0,0.0016769999999999999,0.0,0.0,0.0,1.18716,0.0,0.0,0.0,0,0,0,13,0.0,0.0,0.048688,0.0,0.0,0.0,1,50,0,10,1,3,0.0,0.0,45,0.0,14,0.0,0.0,0.0,0.0,0.0,4,0.0,4,0,4,0,0.0,0.0,0.0,0.010376,0.0,1,0.0,0.0,0.0,27,10,0.0,0.0,0.041747,0.0
0,39,0,0.002984,0.002928,8,0.0,0.0,0.080364,0.003137,1.01,0.0,9.35438,0.0,0.0,1.01,0,0,0,6,0.0,0.0,3.4912699999999997,0.0,0.0,4.08,6,66,2,3,2,2,0.0,0.0,3,0.0,41,0.008582,0.0,0.01014,1.02,1.02,8,5.3,0,0,0,0,1.01,0.0,1.03,0.092204,2.03,8,0.0029850000000000002,0.004949,0.010104,39,3,0.003143,5.52,0.146405,0.0031550000000000003
0,40,0,0.0,0.0,1,0.0,0.0,0.0016769999999999999,0.0,0.0,0.0,1.18716,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.048688,0.0,0.0,0.0,0,9,0,3,1,2,0.0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0,2,0,0.0,0.0,0.0,0.010376,0.0,1,0.0,0.0,0.0,9,2,0.0,0.0,0.041747,0.0
0,41,1,0.0,0.0,3,0.0,1.01,0.18624300000000002,0.0,0.0,0.001334,6.61495,0.0,0.0,0.0,0,0,0,31,0.0,1.01,0.159497,0.0,0.0,1.02,4,98,0,9,3,1,0.0,1.01,36,0.0,41,0.0014269999999999999,0.001458,0.001247,2.02,0.0,5,1.05,8,0,6,0,0.0,0.00406,2.02,0.010607,4.04,3,0.004106,0.013377000000000002,0.000805,17,7,0.0054020000000000006,1.01,0.0022660000000000002,0.0
0,42,2,0.00236,0.0019329999999999998,2,0.0,2.05,0.44398000000000004,0.0,1.01,0.004444,6.52069,0.0,2.03,2.04,0,0,0,17,0.0022649999999999997,2.05,0.177842,0.0,0.0,2.11,4,78,0,8,3,1,0.0,1.01,28,0.0,25,0.004298,0.004101,0.0038909999999999995,3.03,2.38,5,2.31,5,0,5,0,0.0,0.00406,4.04,0.018049000000000003,4.04,2,0.007839,0.013377000000000002,0.0036659999999999996,17,6,0.010842000000000001,2.28,0.034398000000000005,0.002862
0,43,0,0.014068,0.024839,5,0.0,0.0,0.25205900000000003,0.018433,8.11,0.0,6.8389,0.0,0.0,2.06,0,0,0,23,0.0,0.0,0.26789,0.0,0.0,2.13,5,76,0,11,1,9,0.0,0.0,55,0.0,21,0.017349,0.0,0.019951,1.02,2.45,14,2.11,3,0,0,0,2.06,0.0,9.13,0.056712,3.15,5,0.020279,0.011701000000000001,0.022086,27,11,0.041454000000000005,2.48,0.169496,0.017157
0,44,0,0.006691,0.051546,2,0.0,0.0,0.003752,0.006204,3.03,0.0,1.39384,0.0,0.0,2.02,8,0,0,17,0.0,0.0,0.06439199999999999,0.0,0.0,1.01,2,96,0,11,2,5,0.0,0.0,55,0.0,23,0.004139,0.0,0.004034,0.0,2.19,7,2.03,8,0,0,0,1.01,0.0,3.03,0.016152,3.05,2,0.0,0.010808,0.008865999999999999,33,10,0.049523000000000005,1.06,0.059927,0.009706999999999999
0,45,0,0.0,0.0,1,0.0,0.0,0.0035299999999999997,0.0,0.0,0.0,2.24283,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.17622100000000002,0.0,0.0,0.0,3,34,0,2,1,1,0.0,0.0,1,0.0,15,0.0,0.0,0.0,0.0,0.0,4,0.0,0,0,0,0,0.0,0.0,0.0,0.055584,1.01,1,0.0,0.005149,0.0,10,2,0.0,0.0,0.114048,0.0
0,46,0,0.0,0.0,1,0.0,0.0,0.005899000000000001,0.0,0.0,0.0,2.3444,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.074714,0.0,0.0,0.0,8,35,0,1,1,0,0.0,0.0,0,0.0,18,0.0,0.0,0.002986,0.0,0.0,8,1.01,0,0,0,0,0.0,0.0,0.0,0.010205,1.01,1,0.0,0.005149,0.0030859999999999998,9,1,0.0,1.01,0.026201,0.0
0,47,0,0.0,0.0,2,0.0,0.0,0.032987,0.0,0.0,0.0,5.064369999999999,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.134047,0.0,0.0,0.0,1,39,0,3,2,1,0.0,0.0,3,0.0,8,0.0,0.0,0.0,0.0,0.0,2,0.0,3,0,3,0,0.0,0.0,0.0,0.011733,3.09,2,0.0,0.010398000000000001,0.0,39,3,0.0,0.0,0.009162,0.0
0,48,1,0.002382,0.0,2,0.0,1.01,0.00967,0.002501,0.0,0.0028,2.40151,0.0,0.0,1.01,0,0,0,8,0.0,1.01,0.074362,0.0,0.0,1.02,5,36,0,4,1,2,0.0,0.0,6,0.0,17,0.002983,0.003125,0.002986,1.01,1.03,7,1.02,4,0,4,0,1.01,0.0,1.01,0.009604000000000001,2.02,2,0.001164,0.00831,0.0030859999999999998,9,3,0.002635,1.07,0.022518,0.002888
1,49,3,0.026839,0.02559,6,0.0,0.0,0.32519899999999996,0.000942,6.08,0.0,14.6136,0.0,1.03,2.05,0,0,0,42,0.025024,0.0,3.6437,0.0,0.0,2.16,10,140,0,15,2,12,0.0,0.0,105,0.0,75,0.031237,0.0,0.031043,1.01,2.6,21,3.25,4,0,4,0,1.02,0.0,6.07,0.12129000000000001,3.09,6,0.0013130000000000001,0.010398000000000001,0.042867,39,11,0.030437,2.5,0.2146,0.031958999999999994
1,50,0,0.0,0.03915,3,0.0,0.0,0.142628,0.0,1.02,0.0,2.62836,0.0,0.0,0.0,0,0,0,64,0.0,0.0,0.20604899999999998,0.0,0.018412,1.22,14,174,2,24,2,5,0.0,0.0,276,1.01,123,0.00445,0.0,0.006336,1.01,0.0,16,1.06,4,0,4,0,0.0,0.0,2.03,0.065835,2.03,3,0.00604,0.03425,0.006784,58,19,0.045607999999999996,1.19,0.160434,0.0
0,51,1,0.0,0.0,1,0.0,0.0,0.00099,0.0,0.0,0.0,1.23854,0.0,0.0,0.0,0,0,0,16,0.0,0.0,0.145898,0.0,0.0,0.0,5,61,2,10,3,0,0.0,0.0,45,0.0,24,0.0,0.0,0.0,0.0,0.0,5,0.0,1,0,1,0,0.0,0.0,0.0,0.051922,0.0,1,0.0,0.0,0.0,55,9,0.0,0.0,0.106899,0.0
0,52,0,0.0015400000000000001,0.0017929999999999999,1,0.0,1.1,0.027969,0.0,1.06,0.0,3.2886599999999997,0.0,0.0,1.04,0,4,0,18,0.0,0.0,0.087698,0.0,0.0,1.15,8,71,2,7,2,6,0.0,0.0,21,0.0,57,0.0016239999999999998,0.0017399999999999998,0.0016589999999999999,1.08,1.18,14,1.54,10,0,0,0,0.0,0.0,1.14,0.007742,2.03,1,0.0017629999999999998,0.004949,0.001591,39,1,0.0018510000000000002,1.62,0.0052710000000000005,0.001773
1,53,11,0.028205,0.015324,42,4.22,12.26,1.5636,0.0,3.04,0.028305,13.9297,0.009004999999999999,6.12,9.33,19,0,0,177,0.011996,11.4,3.64623,0.0,0.0,14.22,27,829,0,70,1,9,0.0,0.0,2415,0.0,263,0.072874,0.06348200000000001,0.077767,8.22,27.57,34,15.58,60,0,25,0,0.0,0.0,10.22,0.121367,2.02,42,0.050384,0.00831,0.075519,9,0,0.078846,21.58,0.318946,0.035753
0,54,0,0.0,0.0,2,0.0,0.0,0.037656,0.0,0.0,0.0,2.74289,0.0,0.0,0.0,0,0,0,7,0.0,0.0,0.06992899999999999,0.0,0.0,0.0,4,34,0,3,1,2,0.0,0.0,3,0.0,14,0.0,0.0,0.0,0.0,0.0,6,0.0,2,0,2,0,0.0,0.0,0.0,0.0056240000000000005,3.03,2,0.0,0.010398000000000001,0.0,9,3,0.0,0.0,0.004366,0.0
