,Defective,LOC_EXECUTABLE,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL
75,0,2,3,7,0,2,2,1,9.45,11.0,1143.6,0.03,29,0.09,63.53,103.96,11,18,4,8,9
76,0,2,9,8,0,5,2,3,8.77,19.5,3333.86,0.06,41,0.05,185.21,170.97,15,26,5,13,10
77,0,2,9,8,0,5,5,3,10.38,18.42,3520.47,0.06,45,0.05,195.58,191.16,17,28,6,13,10
78,0,1,5,4,0,3,1,1,7.7,13.5,1403.51,0.03,29,0.07,77.97,103.96,9,20,3,9,5
79,0,1,5,4,0,3,2,1,8.53,15.0,1920.0,0.04,32,0.07,106.67,128.0,10,22,4,12,5
80,0,3,5,9,0,3,2,1,9.96,15.6,2423.05,0.05,38,0.06,134.61,155.32,13,25,5,12,12
81,0,3,5,9,0,3,1,1,9.59,13.5,1748.46,0.04,35,0.07,97.14,129.52,12,23,4,9,12
82,0,3,5,17,1,3,2,1,22.46,14.39,4653.68,0.11,68,0.07,258.54,323.33,31,37,14,13,20
83,0,3,5,18,1,3,2,1,19.43,16.14,5069.44,0.1,66,0.06,281.64,313.82,30,36,13,14,21
84,0,3,5,13,1,3,2,1,15.13,14.95,3381.36,0.08,50,0.07,187.85,226.18,23,27,10,13,16
85,0,3,5,14,1,3,1,1,14.37,14.67,3092.19,0.07,48,0.07,171.79,210.83,22,26,9,12,17
86,0,1,3,1,0,2,1,1,5.0,6.0,180.0,0.01,10,0.17,10.0,30.0,4,6,2,6,2
87,0,1,5,3,0,3,3,1,14.36,8.36,1002.86,0.04,30,0.12,55.71,120.0,13,17,7,9,4
88,0,2,7,7,0,4,1,4,5.74,20.0,2294.27,0.04,31,0.05,127.46,114.71,12,19,3,10,9
89,0,2,7,7,0,4,2,4,6.77,19.5,2574.0,0.04,33,0.05,143.0,132.0,13,20,4,12,9
90,0,2,3,6,4,2,2,1,19.8,6.11,739.53,0.04,28,0.16,41.08,121.01,10,18,9,11,8
91,0,2,3,6,4,2,2,1,19.8,6.11,739.53,0.04,28,0.16,41.08,121.01,10,18,9,11,8
92,0,1,5,5,6,3,3,1,24.08,11.85,3379.63,0.1,60,0.08,187.76,285.29,22,38,13,14,6
93,0,1,3,2,0,2,2,1,16.73,4.5,338.78,0.03,21,0.22,18.82,75.28,9,12,6,6,3
94,0,1,3,3,0,2,2,1,19.7,8.25,1340.75,0.05,37,0.12,74.49,162.52,15,22,10,11,4
95,0,1,3,2,0,2,2,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,7,11,6,9,3
96,0,1,3,2,0,2,2,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,7,11,6,9,3
97,0,1,3,2,0,2,2,1,10.15,9.0,822.39,0.03,24,0.11,45.69,91.38,10,14,5,9,3
98,0,1,5,6,2,3,2,1,23.88,12.66,3824.79,0.1,61,0.08,212.49,302.21,27,34,16,15,7
99,0,1,3,5,2,2,2,1,20.94,8.18,1401.55,0.06,39,0.12,77.86,171.3,18,21,11,10,6
100,0,1,3,4,0,2,2,1,19.35,6.25,755.8,0.04,29,0.16,41.99,120.93,10,19,8,10,5
101,0,1,3,4,2,2,2,1,19.45,8.0,1244.72,0.05,36,0.13,69.15,155.59,16,20,10,10,5
102,0,1,5,4,2,3,3,1,17.8,10.05,1796.26,0.06,39,0.1,99.79,178.81,17,22,11,13,5
103,0,1,3,3,2,2,2,1,11.09,4.0,177.52,0.01,14,0.25,9.86,44.38,4,10,3,6,4
104,0,1,5,3,2,3,3,3,13.22,5.6,414.45,0.02,20,0.18,23.02,74.01,7,13,5,8,4
105,0,1,7,1,0,4,1,3,7.14,10.67,811.81,0.03,22,0.09,45.1,76.11,8,14,3,8,2
106,0,1,1,1,0,1,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,3,6,3,6,2
107,0,1,3,2,0,2,1,1,9.09,8.8,704.0,0.03,20,0.11,39.11,80.0,8,12,5,11,3
108,0,1,3,2,0,2,2,1,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,10,13,6,9,3
109,0,2,5,6,0,3,3,3,16.52,11.25,2090.73,0.06,43,0.09,116.15,185.84,15,28,8,12,8
110,0,1,7,8,4,4,2,1,19.61,15.3,4590.0,0.1,60,0.07,255.0,300.0,27,33,15,17,9
111,0,6,17,34,0,9,3,3,24.75,23.0,13091.58,0.19,116,0.04,727.31,569.2,46,70,15,15,40
112,0,1,3,4,0,2,2,1,20.22,7.5,1137.16,0.05,34,0.13,63.18,151.62,15,19,11,11,5
113,0,1,3,2,0,2,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,3
114,0,1,3,2,0,2,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,5,11,3,8,3
115,0,1,5,2,0,3,1,1,10.04,5.0,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,3
116,0,1,5,2,0,3,2,1,10.04,5.0,250.95,0.02,14,0.2,13.94,50.19,5,9,4,8,3
117,0,1,3,1,0,2,1,1,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,4,7,3,7,2
118,0,2,3,4,0,2,2,1,8.24,5.0,206.05,0.01,13,0.2,11.45,41.21,5,8,3,6,6
119,0,1,3,3,0,2,1,1,7.19,9.0,582.53,0.02,17,0.11,32.36,64.73,3,14,2,12,4
120,0,1,3,1,0,2,2,1,9.25,4.67,201.53,0.01,13,0.21,11.2,43.19,4,9,3,7,2
121,0,1,7,4,0,4,2,1,17.95,7.94,1133.07,0.05,33,0.13,62.95,142.62,13,20,9,11,5
122,0,1,3,1,0,2,1,1,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,4,7,3,7,2
123,0,1,3,2,0,2,1,1,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,5,10,4,9,3
124,0,4,9,12,4,5,5,5,18.2,14.0,3567.06,0.08,53,0.07,198.17,254.79,21,32,12,16,16
125,0,5,13,28,1,7,5,7,16.67,30.46,15468.34,0.17,99,0.03,859.35,507.8,36,63,13,22,33
126,0,1,5,3,0,3,1,3,6.92,8.0,442.81,0.02,16,0.13,24.6,55.35,6,10,3,8,4
127,0,2,3,7,0,2,2,1,13.18,10.93,1573.71,0.05,36,0.09,87.43,144.0,17,19,7,9,9
128,0,2,3,7,0,2,2,1,15.3,10.69,1747.39,0.05,40,0.09,97.08,163.5,19,21,8,9,9
129,0,4,9,12,1,5,5,5,20.76,10.29,2198.48,0.07,46,0.1,122.14,213.62,19,27,12,13,16
130,0,2,7,6,1,4,4,4,17.33,8.33,1203.58,0.05,34,0.12,66.87,144.43,15,19,9,10,8
131,0,2,5,7,0,3,2,3,11.78,9.17,990.0,0.04,27,0.11,55.0,108.0,11,16,6,10,9
132,0,2,5,7,0,3,2,3,15.91,8.13,1050.3,0.04,31,0.12,58.35,129.27,13,18,8,10,9
133,0,1,5,2,0,3,2,3,6.29,10.0,629.07,0.02,17,0.1,34.95,62.91,6,11,3,10,3
134,0,4,11,13,2,6,4,5,20.12,14.17,4037.5,0.1,57,0.07,224.31,285.0,25,32,15,17,17
135,0,2,9,7,2,5,5,4,17.27,12.25,2591.12,0.07,45,0.08,143.95,211.52,21,24,12,14,9
136,0,2,7,9,0,4,4,4,14.35,14.7,3100.35,0.07,46,0.07,172.24,210.91,21,25,10,14,11
137,0,3,7,12,0,4,2,3,14.77,23.25,7985.96,0.11,70,0.04,443.66,343.48,31,39,12,18,15
138,0,2,7,9,0,4,4,4,12.52,18.4,4237.92,0.08,49,0.05,235.44,230.32,23,26,10,16,11
139,0,1,3,3,0,2,1,1,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,8,9,6,8,4
140,0,1,3,2,0,2,2,1,7.26,6.67,322.88,0.02,14,0.15,17.94,48.43,5,9,3,8,3
141,0,1,3,1,0,2,2,1,7.78,5.33,221.4,0.01,12,0.19,12.3,41.51,4,8,3,8,2
142,0,1,3,2,0,2,2,1,9.75,6.25,380.74,0.02,16,0.16,21.15,60.92,5,11,4,10,3
143,0,1,3,4,0,2,1,1,11.76,10.83,1380.58,0.04,30,0.09,76.7,127.44,10,20,6,13,5
144,0,3,9,18,2,5,4,4,18.05,15.33,4242.98,0.09,63,0.07,235.72,276.72,23,40,9,12,21
145,0,2,5,15,8,3,2,1,14.33,25.0,8955.08,0.12,73,0.04,497.5,358.2,25,48,10,20,17
146,0,2,9,9,0,5,1,4,9.49,16.8,2678.11,0.05,39,0.06,148.78,159.41,14,25,5,12,11
147,0,2,9,9,0,5,3,4,11.21,16.0,2868.91,0.06,43,0.06,159.38,179.31,16,27,6,12,11
148,0,1,5,3,0,3,2,1,11.72,9.0,949.37,0.04,27,0.11,52.74,105.49,12,15,6,9,4
149,0,1,5,3,0,3,2,1,13.88,8.36,969.43,0.04,29,0.12,53.86,116.0,13,16,7,9,4
150,0,1,7,4,2,4,4,3,24.49,10.68,2792.65,0.09,55,0.09,155.15,261.51,23,32,14,13,5
151,0,2,8,17,0,6,2,1,24.17,10.23,2529.6,0.08,52,0.1,140.53,247.25,19,33,13,14,19
152,0,1,5,1,0,3,3,1,11.83,3.75,166.42,0.01,14,0.27,9.25,44.38,6,8,4,5,2
153,0,1,3,1,0,2,2,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,4,6,3,5,2
154,0,1,3,1,0,2,1,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,4,6,3,5,2
155,0,1,1,1,0,1,1,1,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,3,10,3,8,2
156,0,1,7,3,0,4,1,1,10.93,8.8,846.66,0.03,26,0.11,47.04,96.21,11,15,5,8,4
157,0,1,7,4,0,4,1,1,16.48,8.25,1121.45,0.05,32,0.12,62.3,135.93,12,20,8,11,5
158,0,1,7,4,0,4,1,1,17.74,8.67,1332.34,0.05,35,0.12,74.02,153.73,13,22,9,12,5
159,0,1,3,1,0,2,1,1,7.92,4.0,126.8,0.01,10,0.25,7.04,31.7,4,6,3,6,2
160,0,1,9,5,0,5,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,13,20,7,7,6
161,0,1,11,6,0,6,1,1,22.33,7.0,1093.93,0.05,40,0.14,60.77,156.28,16,24,8,7,7
162,0,1,5,3,0,3,1,1,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,9,16,7,10,4
163,0,1,9,5,0,5,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,13,20,7,7,6
164,0,1,3,2,0,2,1,1,21.78,6.05,797.21,0.04,30,0.17,44.29,131.77,11,19,10,11,3
165,0,2,11,5,0,6,1,5,12.42,12.83,2045.78,0.05,39,0.08,113.65,159.41,14,25,6,11,7
166,0,2,11,5,0,6,3,5,13.32,13.71,2505.06,0.06,43,0.07,139.17,182.66,16,27,7,12,7
167,0,0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0
168,0,0,1,0,0,1,1,1,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0
169,0,0,3,0,0,2,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,0
170,0,1,3,3,0,2,2,1,11.98,7.5,673.94,0.03,23,0.13,37.44,89.86,10,13,6,9,4
171,0,1,3,3,0,2,2,1,14.14,7.07,707.14,0.03,25,0.14,39.29,100.0,11,14,7,9,4
172,0,1,3,4,0,2,1,1,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5
173,0,1,3,1,0,2,1,1,6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,5,6,3,6,2
174,0,1,7,5,0,4,1,1,5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,11,16,3,11,6
175,0,1,7,5,0,4,2,1,6.44,18.0,2088.0,0.04,29,0.06,116.0,116.0,12,17,4,12,6
176,0,1,3,1,0,2,1,1,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2
177,0,1,3,1,0,2,1,1,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2
178,0,2,7,7,0,4,1,3,10.84,18.42,3676.94,0.07,47,0.05,204.27,199.65,17,30,6,13,9
179,0,2,7,7,0,4,2,3,13.49,15.43,3211.43,0.07,49,0.06,178.41,208.15,18,31,7,12,9
180,0,1,3,4,0,2,1,1,6.18,5.0,154.4,0.01,11,0.2,8.58,30.88,4,7,2,5,5
181,0,1,3,1,0,2,1,1,6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,5,6,3,6,2
182,0,1,7,5,0,4,1,1,5.1,20.17,2073.1,0.03,27,0.05,115.17,102.8,11,16,3,11,6
183,0,1,7,5,0,4,2,1,6.44,18.0,2088.0,0.04,29,0.06,116.0,116.0,12,17,4,12,6
184,0,1,3,1,0,2,1,1,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2
185,0,1,3,1,0,2,1,1,5.05,5.0,126.33,0.01,9,0.2,7.02,25.27,4,5,2,5,2
186,0,2,5,6,0,3,1,3,8.11,11.25,1027.99,0.03,24,0.09,57.11,91.38,9,15,4,10,8
187,0,2,5,6,0,3,2,3,10.16,10.0,1015.79,0.03,26,0.1,56.43,101.58,10,16,5,10,8
188,0,4,11,21,1,6,3,5,13.94,25.0,8711.43,0.12,76,0.04,483.97,348.46,30,46,9,15,25
189,0,4,11,21,1,6,5,5,17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,32,47,10,13,25
190,0,1,3,2,0,2,2,1,10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,8,11,5,8,3
191,0,1,3,2,0,2,2,1,13.33,6.0,479.73,0.03,21,0.17,26.65,79.95,9,12,6,8,3
192,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
193,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
194,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
195,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
196,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
197,0,1,3,3,0,2,2,1,16.32,5.14,432.0,0.03,21,0.19,24.0,84.0,8,13,7,9,4
198,0,1,5,2,0,3,3,1,14.31,7.14,729.9,0.03,25,0.14,40.55,102.19,10,15,7,10,3
199,0,2,3,14,0,2,1,1,20.4,20.68,8723.93,0.14,92,0.05,484.66,421.82,35,57,11,13,16
200,0,1,3,1,0,2,1,1,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,5,7,5,7,2
201,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
202,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
203,0,1,5,1,0,3,1,1,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,6,17,2,9,2
204,0,1,11,10,0,6,6,1,11.99,30.94,11475.71,0.12,82,0.03,637.54,370.93,33,49,8,15,11
205,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
206,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
207,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
208,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
209,0,4,7,14,2,4,4,1,25.76,15.43,6132.21,0.13,81,0.06,340.68,397.46,27,54,14,16,18
210,0,1,1,1,4,1,1,1,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,3,10,3,8,2
211,0,1,3,1,0,2,1,1,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,5,7,5,7,2
212,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
213,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
214,0,1,7,2,0,4,1,3,8.54,9.33,744.11,0.03,24,0.11,41.34,79.73,8,16,3,7,3
215,0,1,3,1,0,2,1,1,7.0,6.0,252.0,0.01,14,0.17,14.0,42.0,4,10,2,6,2
216,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
217,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
218,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
219,0,1,3,1,0,2,1,1,14.8,3.5,181.32,0.02,14,0.29,10.07,51.81,6,8,6,7,2
220,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
221,0,1,1,1,0,1,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2
222,0,2,11,12,3,6,5,6,15.45,16.5,4205.45,0.08,60,0.06,233.64,254.88,24,36,8,11,14
223,0,1,3,3,0,2,1,1,9.68,5.83,329.42,0.02,17,0.17,18.3,56.47,5,12,3,7,4
224,0,1,3,2,0,2,2,1,10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,8,11,5,8,3
225,0,1,3,2,0,2,2,1,13.33,6.0,479.73,0.03,21,0.17,26.65,79.95,9,12,6,8,3
226,0,1,3,4,0,2,2,1,15.86,6.0,571.1,0.03,25,0.17,31.73,95.18,12,13,7,7,5
227,0,1,3,4,0,2,2,1,18.55,5.69,599.95,0.04,27,0.18,33.33,105.49,13,14,8,7,5
