,Defective,LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,CALL_PAIRS,CONDITION_COUNT,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_DENSITY,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUMBER_OF_LINES,PERCENT_COMMENTS
22,0,1,7,0,0,4,4,1,32,30.53,15.86,7677.16,0.16,103,0.06,426.51,484.15,37,66,14,12,40,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
23,0,3,7,0,3,4,4,3,27,42.34,11.57,5663.36,0.16,94,0.09,314.63,489.69,38,56,23,14,38,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
24,1,5,15,0,2,8,8,6,37,51.81,14.86,11436.73,0.26,141,0.07,635.37,769.78,52,89,28,16,46,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
25,0,5,3,0,0,2,2,1,19,28.99,10.0,2898.93,0.1,66,0.1,161.05,289.89,22,44,11,10,26,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
26,0,1,3,0,0,2,2,1,12,16.58,9.17,1393.33,0.05,38,0.11,77.41,152.0,11,27,6,10,15,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
27,0,4,1,0,0,1,1,1,15,20.22,10.29,2139.43,0.07,52,0.1,118.86,208.0,16,36,7,9,21,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
28,0,2,1,0,0,1,1,1,7,13.88,4.8,319.72,0.02,18,0.21,17.76,66.61,6,12,5,8,11,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
29,0,3,3,0,0,2,2,1,12,16.2,6.67,720.0,0.04,27,0.15,40.0,108.0,8,19,6,10,17,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
30,0,2,5,0,0,3,3,1,21,27.25,9.35,2381.95,0.08,58,0.11,132.33,254.75,17,41,10,11,25,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
31,0,2,19,0,4,10,10,9,48,46.69,17.67,14573.21,0.27,155,0.06,809.62,824.9,53,102,24,16,56,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
32,1,2,5,0,0,3,3,1,21,27.25,9.35,2381.95,0.08,58,0.11,132.33,254.75,17,41,10,11,25,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
33,1,4,5,0,2,3,3,1,35,50.53,11.27,6423.73,0.19,115,0.09,356.87,569.73,41,74,20,11,43,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
34,0,4,9,0,4,5,4,1,49,45.08,15.83,11291.12,0.24,138,0.06,627.28,713.45,56,82,23,13,59,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
35,0,5,23,0,9,12,11,5,104,77.47,23.29,42021.08,0.6,315,0.04,2334.5,1804.29,118,197,38,15,120,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
36,1,2,11,0,2,6,6,1,41,48.72,15.43,11596.34,0.25,149,0.06,644.24,751.61,54,95,21,12,48,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
37,1,2,23,0,3,12,12,1,62,44.45,27.27,33061.94,0.4,231,0.04,1836.77,1212.27,75,156,22,16,69,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
38,0,1,5,0,1,3,3,1,19,25.17,9.17,2114.77,0.08,51,0.11,117.49,230.7,20,31,12,11,23,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
39,0,1,5,0,1,3,3,1,19,25.17,9.17,2114.77,0.08,51,0.11,117.49,230.7,20,31,12,11,23,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
40,0,1,5,0,1,3,3,1,18,25.17,9.17,2114.77,0.08,51,0.11,117.49,230.7,20,31,12,11,22,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
41,1,1,11,0,2,6,6,1,41,45.99,16.2,12069.0,0.25,149,0.06,670.5,745.0,54,95,20,12,47,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
42,1,1,13,0,2,7,7,1,42,44.97,17.82,14278.39,0.27,155,0.06,793.24,801.34,56,99,22,14,48,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
43,1,2,17,0,2,9,9,1,50,49.62,20.7,21261.63,0.34,193,0.05,1181.2,1027.13,69,124,25,15,58,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
44,0,4,3,0,1,2,2,1,21,68.36,7.74,4095.2,0.18,104,0.13,227.51,529.1,43,61,25,9,31,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
45,0,0,1,0,0,1,1,1,8,28.87,5.2,780.61,0.05,36,0.19,43.37,150.12,13,23,10,8,13,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
46,0,0,1,0,0,1,1,1,11,42.41,5.87,1459.6,0.08,55,0.17,81.09,248.8,22,33,15,8,17,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
47,0,2,7,0,0,4,4,1,25,68.24,12.33,10369.98,0.28,156,0.08,576.11,841.2,55,101,29,13,32,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
48,0,0,1,0,0,1,1,1,12,52.46,5.56,1619.04,0.1,62,0.18,89.95,291.43,25,37,18,8,17,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
49,1,3,1,0,0,1,1,1,20,73.32,7.33,3942.93,0.18,104,0.14,219.05,537.67,44,60,27,9,27,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
50,0,6,13,0,6,7,6,1,60,39.51,24.0,22758.88,0.32,177,0.04,1264.38,948.29,75,102,25,16,74,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
51,1,5,11,0,4,6,5,1,54,40.62,19.73,15808.22,0.27,155,0.05,878.23,801.34,62,93,22,14,65,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
52,0,1,5,0,0,3,3,1,20,17.03,10.08,1731.04,0.06,42,0.1,96.17,171.67,11,31,6,11,23,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
53,0,2,3,0,0,2,2,1,16,18.95,10.31,2015.11,0.07,46,0.1,111.95,195.4,15,31,8,11,20,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
54,0,1,3,0,0,2,2,1,10,11.92,9.0,965.81,0.04,29,0.11,53.66,107.31,8,21,4,9,13,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
55,0,2,3,0,2,2,2,1,24,29.77,11.7,4075.46,0.12,82,0.09,226.41,348.33,26,56,10,9,30,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
56,0,2,11,0,0,6,6,3,34,30.49,18.5,10434.98,0.19,120,0.05,579.72,564.05,37,83,13,13,38,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
57,0,1,9,0,2,5,5,1,50,27.84,23.65,15578.6,0.22,137,0.04,865.48,658.61,41,96,13,15,55,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
58,0,1,5,0,0,3,3,1,21,22.65,10.67,2576.83,0.08,55,0.09,143.16,241.58,16,39,9,12,24,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
59,0,1,17,0,1,9,9,9,32,28.74,16.88,8184.35,0.16,102,0.06,454.69,485.0,27,75,12,15,36,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
60,0,17,49,0,11,25,25,11,179,115.99,32.93,125808.33,1.27,606,0.03,6989.35,3820.09,208,398,60,19,210,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
61,1,12,21,0,14,11,8,4,88,63.91,26.6,45222.23,0.57,289,0.04,2512.35,1700.08,112,177,40,19,116,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
62,0,1,1,0,0,1,1,1,4,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,7,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
63,0,1,1,0,0,1,1,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,5,7,5,5,8,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
64,0,4,3,0,0,2,2,1,14,22.64,13.0,3826.19,0.1,66,0.08,212.57,294.32,26,40,11,11,23,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
65,1,0,7,0,0,4,4,1,20,30.6,11.37,3953.7,0.12,74,0.09,219.65,347.83,31,43,15,11,24,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
66,0,0,1,0,0,1,1,1,6,16.32,4.67,355.35,0.03,20,0.21,19.74,76.15,7,13,6,8,9,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
67,0,2,9,0,0,5,5,3,28,39.09,14.71,8458.55,0.19,115,0.07,469.92,575.0,43,72,19,13,34,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
68,0,2,1,0,0,1,1,1,4,18.08,4.0,289.36,0.02,19,0.25,16.07,72.34,8,11,7,7,9,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
69,0,5,21,0,4,11,11,5,52,43.7,19.29,16252.03,0.28,163,0.05,902.89,842.7,54,109,21,15,63,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
70,0,1,1,0,0,1,1,1,4,13.84,3.0,124.54,0.01,12,0.33,6.92,41.51,5,7,5,6,7,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
71,0,3,3,0,0,2,2,1,21,39.2,9.26,3363.54,0.12,74,0.11,186.86,363.11,32,42,19,11,28,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
72,1,7,37,0,7,19,19,12,61,42.59,29.25,36434.54,0.42,231,0.03,2024.14,1245.63,78,153,24,18,77,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
73,0,2,1,0,1,1,1,1,9,17.98,5.79,601.71,0.03,26,0.17,33.43,104.0,9,17,7,9,14,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
74,0,1,7,0,0,4,4,1,22,42.3,9.0,3426.62,0.13,81,0.11,190.37,380.74,34,47,17,9,29,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
75,0,4,15,0,1,8,8,5,34,32.04,17.0,9259.3,0.18,111,0.06,514.4,544.66,34,77,15,15,41,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
76,0,2,1,0,0,1,1,1,14,19.44,10.29,2057.13,0.07,50,0.1,114.29,200.0,16,34,7,9,18,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
77,0,1,1,0,0,1,1,1,8,28.0,3.0,252.0,0.03,21,0.33,14.0,84.0,10,11,10,6,14,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
78,0,0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
79,0,1,1,0,0,1,1,1,6,21.58,3.0,194.18,0.02,17,0.33,10.79,64.73,8,9,8,6,11,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
80,0,0,1,0,0,1,1,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,2,5,2,5,4,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
81,0,1,1,0,0,1,1,1,3,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,6,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
82,0,2,3,0,0,2,2,1,14,19.71,6.43,814.57,0.04,31,0.16,45.25,126.71,9,22,7,10,18,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
83,1,3,5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,112.0,10,18,6,10,13,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
84,1,3,5,0,0,3,3,1,8,13.44,8.33,933.33,0.04,28,0.12,51.85,112.0,10,18,6,10,13,1.24719,5.02329,0.5449,2.27009,1.39409,0.87192,8.99493,0.04724,0.31619,1.04251,0.49473,0.80119,1.3766,2.57063,8.38851,0.3531,17.57138,10.1964
