class,id,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods
0,16,0,0.0,0.001126,1,0.0,0.0,0.01636,0.0,1.01,0.0,2.9065,0.0,0.0,0.0,2,1,0,12,0.0,0.0,0.076735,0.0,0.0,0.0,0,32,0,6,1,1,0.0,0.0,15,0.0,9,0.0,0.0,0.0,0.0,0.0,1,0.0,2,0,0,0,0.0,0.0,1.01,0.006691,2.02,1,0.0,0.009791,0.0,9,6,0.0011220000000000002,0.0,0.005543,0.0
0,17,0,0.0,0.0,2,0.0,0.0,0.002227,0.0,0.0,0.0,4.70448,0.0,0.0,0.0,0,0,0,4,0.0,0.0,9.20262,0.0,0.0,1.01,2,14,0,3,1,0,0.0,0.0,3,0.0,11,0.003483,0.0,0.003498,1.01,0.0,2,1.02,0,2,0,0,0.0,0.0,1.01,0.15892699999999998,0.0,4,0.003393,0.0,0.003418,0,2,0.003604,1.04,0.25307199999999996,0.0
0,18,1,0.0,0.0,3,0.0,0.0,0.027879,0.0,0.0,0.0,7.664510000000001,0.0,0.0,0.0,0,0,0,15,0.0,0.0,9.27709,0.0,0.0,0.0,2,69,0,11,1,2,0.0,0.0,55,0.0,27,0.0,0.0,0.0,3.03,0.0,4,0.0,6,3,6,0,0.0,0.0,3.03,0.163151,2.04,7,0.018159,0.009791,0.0,18,10,0.017796,0.0,0.24720100000000003,0.0
0,19,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,1,1,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0
0,20,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,0.0,0.0,13,60,0,5,2,1,0.0,0.0,10,0.0,32,0.0,0.0,0.0,0.0,0.0,14,0.0,2,1,2,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0
0,21,2,0.0,0.001233,2,0.0,0.0,0.002656,0.0,1.01,0.0,1.40719,0.0,0.0,0.0,0,0,0,19,0.0,0.0,0.034881,0.0,0.0,0.0,2,71,0,17,1,0,0.0,0.0,136,0.0,38,0.0,0.0,0.0,0.0,0.0,2,0.0,4,2,4,0,0.0,0.0,1.01,0.002491,2.02,2,0.0,0.009791,0.0,9,15,0.0016600000000000002,0.0,0.0005480000000000001,0.0
0,22,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,6,33,4,4,3,1,0.0,0.0,6,0.0,20,0.0,0.0,0.0,0.0,0.0,6,0.0,4,0,4,0,0.0,0.0,0.0,0.0,1.1,3,0.0,0.027723,0.0,43,4,0.0,0.0,0.0,0.0
0,23,6,0.000533,0.0,6,0.0,1.01,0.0059039999999999995,0.0,0.0,0.0,1.78572,0.0,1.02,1.02,0,0,0,26,0.000594,0.0,0.052765,0.0,0.001023,2.09,1,122,1,15,1,1,0.0,0.0,105,1.01,68,0.0022429999999999998,0.001024,0.0020350000000000004,1.01,1.27,2,2.35,5,0,4,0,0.0,0.0,1.01,0.006058,4.13,6,0.001686,0.010674,0.0022440000000000003,113,9,0.0016600000000000002,2.29,0.010369,0.000799
0,24,0,0.0,0.009522,0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,3,18,0,4,1,2,0.0,0.0,6,0.0,9,0.0,0.0,0.0,0.0,0.0,5,0.0,2,0,2,0,0.0,0.0,1.01,0.0,0.0,2,0.0,0.0,0.0,9,4,0.008915000000000001,0.0,0.0,0.0
0,25,0,0.0,0.0,0,0.0,0.0,0.001953,0.0,0.0,0.0,3.13741,0.0,0.0,0.0,0,0,0,4,0.0,0.0,9.140369999999999,0.0,0.0,0.0,1,16,0,4,2,0,0.0,0.0,6,0.0,6,0.0,0.0,0.0,0.0,0.0,1,0.0,1,2,1,0,0.0,0.0,0.0,0.14525,3.04,3,0.0,0.010847,0.0,19,3,0.0,0.0,0.20589000000000002,0.0
0,26,1,0.00576,0.047452999999999995,10,0.0,1.01,0.034476,0.011852,9.2,0.003264,6.876460000000001,0.0,3.05,2.06,0,0,1,11,0.008619,1.01,9.32549,0.0,0.0,3.11,9,79,0,9,1,15,0.0,0.0,36,0.0,34,0.009514,0.0034200000000000003,0.009601,1.04,2.65,24,4.15,7,13,7,1,4.06,0.0,10.24,0.19473900000000002,1.01,17,0.003393,0.0059240000000000004,0.012381,9,8,0.051672,3.42,0.402881,0.0064329999999999995
0,27,4,0.009048,0.0,11,0.0,2.04,0.172504,0.004075,0.0,0.006195,20.4305,0.0,3.03,4.04,0,0,2,63,0.005557,2.04,9.72916,0.0,0.0,13.46,9,217,0,7,1,1,0.0,0.0,21,0.0,49,0.036075,0.006296,0.037243,4.04,4.21,9,12.32,10,19,10,2,1.01,0.0,4.04,0.24025900000000003,2.02,36,0.007077,0.009791,0.035946,9,2,0.007492,15.47,0.501442,0.010565
0,28,0,0.0,0.013753999999999999,3,0.0,0.0,0.001875,0.0,1.01,0.0,1.49003,0.0,0.0,0.0,0,1,0,4,0.0,0.0,0.121386,0.0,0.0,0.0,1,13,0,4,2,2,0.0,0.0,6,0.0,5,0.0,0.0,0.0,0.0,0.0,3,0.0,2,0,2,0,0.0,0.0,1.01,0.043518,1.1,3,0.0,0.027723,0.0,22,1,0.012518000000000001,0.0,0.116244,0.0
1,29,0,0.0,0.066184,0,0.0,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.0,0.0,0.0,0.0,0,62,0,21,1,3,0.0,0.0,210,0.0,21,0.0,0.0,0.0,0.0,0.0,3,0.0,11,2,11,0,0.0,0.0,2.02,0.0,0.0,2,0.0,0.0,0.0,18,21,0.071115,0.0,0.0,0.0
0,30,15,0.0017289999999999999,0.0016649999999999998,15,0.0,1.12,0.21780700000000003,0.001104,1.01,0.0009570000000000001,15.72,0.0,1.08,2.06,0,0,1,84,0.0009,1.1,0.421471,0.0,0.0,2.05,15,456,0,16,1,0,0.0,0.0,120,0.0,142,0.002516,0.000983,0.003097,9.19,2.86,15,7.9,2,14,2,2,1.01,0.0,9.18,0.038102,2.02,40,0.03945,0.009791,0.0127,9,1,0.042444,3.76,0.03304,0.002136
0,31,0,0.0,0.0,4,0.0,0.0,0.017608000000000002,0.0,0.0,0.0,10.6456,0.0,0.0,0.0,0,0,0,8,0.0,0.0,9.43518,0.0,0.0,0.0,5,64,0,7,1,1,0.0,0.0,21,0.0,20,0.0,0.0,0.006479,2.02,0.0,6,2.02,5,7,4,0,0.0,0.0,2.02,0.205013,0.0,12,0.00539,0.0,0.0048200000000000005,0,4,0.0052770000000000004,3.09,0.431428,0.0
0,32,0,0.0,0.0,1,0.0,1.01,0.002277,0.0,0.0,0.003264,1.84703,0.0,0.0,0.0,0,0,0,19,0.0,1.01,9.09329,0.0,0.0,0.0,3,61,0,7,1,1,0.0,0.0,21,0.0,17,0.0,0.0034200000000000003,0.003498,0.0,0.0,4,0.0,1,1,1,0,0.0,0.0,1.01,0.13692100000000001,1.01,3,0.0,0.0059240000000000004,0.0,9,7,0.003604,1.02,0.175609,0.0
0,33,0,0.0,0.0,3,0.0,0.0,0.042056,0.0,0.0,0.0,7.58067,0.0,0.0,0.0,0,0,0,17,0.0,0.0,9.277289999999999,0.0,0.0025,0.0,3,54,7,4,1,0,0.0,0.0,6,2.07,25,0.0,0.0,0.002936,1.01,0.0,3,1.02,2,4,2,0,0.0,0.0,1.01,0.16380899999999998,5.31,8,0.002663,0.016354,0.0022140000000000003,31,4,0.002593,1.01,0.250217,0.0
0,34,0,0.0,0.058191999999999994,3,0.0,0.0,0.004776,0.0,5.08,0.0,3.3370599999999997,0.0,0.0,0.0,0,8,0,11,0.0,0.0,9.21468,1.01,0.0,0.0,0,36,0,11,1,31,0.0037700000000000003,0.0,55,0.0,11,0.0,0.0,0.0,0.0,0.0,31,0.0,5,0,5,0,0.0,0.0,5.08,0.18043800000000002,0.0,4,0.0,0.0,0.0,9,11,0.057313,0.0,0.291852,0.0
0,35,0,0.0038179999999999998,0.0036780000000000003,4,0.0,3.04,0.008343999999999999,0.004651,1.01,0.004769,8.73103,0.0,0.0,3.06,0,0,0,7,0.0,3.04,9.32615,0.0,0.0,3.06,0,23,0,7,2,6,0.0,1.01,21,0.0,8,0.00584,0.004879,0.0055850000000000006,0.0,3.41,6,3.06,5,7,5,0,3.06,0.000875,1.01,0.17379,3.08,9,0.0,0.012165,0.005601,22,7,0.004143,3.19,0.292506,0.004679
0,36,3,0.0,0.0,3,1.03,2.04,0.023915000000000002,0.0,1.01,0.0,5.41242,0.0,0.0,0.0,8,0,0,34,0.0,0.0,9.19356,0.0,0.0,1.06,11,307,0,10,1,0,0.0,0.0,45,0.0,129,0.0,0.0,0.0,5.06,0.0,11,1.21,13,3,0,1,0.0,0.0,6.07,0.147109,2.02,6,0.044241,0.009791,0.0,9,7,0.046902,1.86,0.187565,0.0
0,37,2,0.0,0.0,4,0.0,2.05,0.034676,0.001655,0.0,0.0031739999999999997,11.5189,0.0,1.01,0.0,0,0,0,7,0.0012,2.02,9.39297,0.0,0.0,0.0,3,34,0,4,1,0,0.0,0.0,6,0.0,19,0.0,0.00305,0.003043,1.01,0.0,3,0.0,9,6,3,0,1.01,0.0,1.01,0.177522,2.02,10,0.004111,0.009791,0.0,9,2,0.004143,1.01,0.28578899999999996,0.0
0,38,0,0.0,0.0,2,0.0,0.0,0.0025570000000000002,0.0,0.0,0.0,6.11627,0.0,0.0,0.0,0,0,0,4,0.0,0.0,9.252180000000001,0.0,0.0,0.0,3,13,0,4,2,0,0.0,0.0,6,0.0,8,0.0,0.0,0.004263,0.0,0.0,3,1.01,1,4,0,0,0.0,0.0,0.0,0.16684100000000002,2.02,7,0.0,0.009791,0.002799,17,0,0.0,2.02,0.284954,0.0
0,39,0,0.0,0.0,0,0.0,0.0,0.000949,0.0,0.0,0.0,1.84703,0.0,0.0,0.0,0,1,0,12,0.0,0.0,9.09329,0.0,0.0,0.0,1,47,0,6,1,1,0.0,0.0,15,0.0,14,0.0,0.0,0.0,0.0,0.0,2,0.0,2,2,1,0,0.0,0.0,0.0,0.13692100000000001,0.0,3,0.0,0.0,0.0,0,4,0.0,0.0,0.175609,0.0
0,40,0,0.0,0.0,2,0.0,0.0,0.0026920000000000004,0.0,0.0,0.0,3.3370599999999997,0.0,0.0,0.0,0,0,0,3,0.0,0.0,9.21468,0.0,0.0,0.0,1,9,1,3,2,0,0.0,0.0,3,0.0,4,0.0,0.0,0.004384000000000001,0.0,0.0,1,1.01,1,1,1,0,0.0,0.0,0.0,0.18043800000000002,1.01,3,0.0,0.0059240000000000004,0.004019,15,0,0.0,1.04,0.291852,0.0
0,41,0,0.0,0.0,4,0.0,1.01,0.017626,0.0,0.0,0.010189,9.62849,0.0,0.0,0.0,0,0,0,5,0.0,1.01,9.40165,0.0,0.0,2.15,5,99,0,4,1,2,0.0,0.0,6,0.0,25,0.007908,0.010354,0.009643,6.12,0.0,7,3.45,2,7,1,0,0.0,0.0,6.12,0.199926,0.0,12,0.029214999999999998,0.0,0.009912,0,4,0.029470999999999997,3.3,0.416054,0.0
0,42,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,1,0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,43,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0.0,10,122,16,9,3,1,0.0,0.0,36,0.0,36,0.0,0.0,0.0,0.0,0.0,11,0.0,4,1,4,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,49,7,0.0,0.0,0.0,0.0
1,44,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,2,1,1,0.0,0.0,1,0.0,3,0.0,0.0,0.0,0.0,0.0,2,0.0,2,0,2,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,9,1,0.0,0.0,0.0,0.0
0,45,0,0.002291,0.0,11,0.0,0.0,0.017674000000000002,0.002241,0.0,0.0,11.4778,0.0,0.0,1.02,0,0,0,18,0.0,0.0,9.44939,0.0,0.0,1.03,14,63,0,12,2,0,0.0,0.0,66,0.0,44,0.002905,0.0,0.004601,4.08,1.21,14,4.15,0,12,0,1,1.02,0.0,4.08,0.203153,8.12,18,0.01125,0.022649000000000002,0.011772,31,12,0.011353,2.03,0.410376,0.002593
0,46,0,0.0,0.0,1,0.0,0.0,0.0017629999999999998,0.0,0.0,0.0,4.58293,0.0,0.0,0.0,0,0,0,14,0.0,0.0,9.17116,0.0,0.0,0.0,0,41,0,14,1,2,0.0,0.0,91,0.0,14,0.0,0.0,0.0,0.0,0.0,2,0.0,6,3,6,0,0.0,0.0,0.0,0.145075,2.02,4,0.0,0.009791,0.0,9,14,0.0,0.0,0.18618900000000002,0.0
1,47,0,0.002778,0.001602,10,0.0,2.07,0.061734000000000004,0.0031940000000000002,1.01,0.004547,18.4529,0.0,0.0,2.02,0,0,0,3,0.0,2.05,9.616439999999999,0.0,0.0,3.06,9,84,0,3,2,1,0.0,1.01,3,0.0,36,0.004949,0.0044020000000000005,0.005028,5.2,2.07,10,3.42,1,12,1,0,2.03,0.0015710000000000001,5.21,0.21225,2.09,26,0.012691,0.004479,0.004974,7,2,0.011331,3.93,0.386049,0.00322
0,48,0,0.0,0.006418999999999999,2,0.0,0.0,0.0010810000000000001,0.0,1.01,0.0,3.39209,0.0,0.0,0.0,0,0,0,7,0.0,0.0,9.15904,0.0,0.005667,0.0,1,23,2,6,4,3,0.0,1.01,15,2.02,8,0.0,0.0,0.0,0.0,0.0,4,0.0,1,3,1,0,0.0,0.002921,1.01,0.151673,6.96,3,0.0,0.019903,0.0,170,6,0.006488,0.0,0.235454,0.0
0,49,0,0.0,0.0,5,0.0,0.0,0.05221900000000001,0.0,0.0,0.0,10.5612,0.0,0.0,0.0,0,0,0,17,0.0,0.0,9.34163,0.0,0.0,0.0,3,65,0,4,1,3,0.0,0.0,6,0.0,27,0.0,0.0,0.0,0.0,0.0,6,0.0,0,6,0,0,0.0,0.0,0.0,0.164296,2.02,9,0.0,0.009791,0.0,9,4,0.0,0.0,0.226464,0.0
0,50,0,0.0,0.0,0,0.0,0.0,0.013316999999999999,0.0,0.0,0.0,5.0865,0.0,0.0,0.0,0,0,0,12,0.0,0.0,0.16630599999999998,0.0,0.0,0.0,0,43,0,7,1,0,0.0,0.0,21,0.0,10,0.0,0.0,0.003043,1.03,0.0,0,0.0,3,2,3,0,0.0,0.0,1.03,0.024306,3.29,3,0.002623,0.011815,0.0,9,7,0.0026920000000000004,1.02,0.070582,0.0
0,51,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,1,0,0.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
1,52,0,0.0,0.0,1,0.0,0.0,0.005312,0.0,0.0,0.0,3.3780099999999997,0.0,0.0,0.0,0,0,0,6,0.0,0.0,9.16485,0.0,0.0,0.0,4,106,0,4,1,2,0.0,0.0,6,0.0,16,0.0,0.0,0.011097,1.01,0.0,6,0.0,4,2,4,0,0.0,0.0,1.01,0.154967,0.0,7,0.004111,0.0,0.0,0,4,0.004143,2.05,0.24792399999999998,0.0
0,53,0,0.0,0.005593,1,0.0,0.0,0.000949,0.0,2.02,0.0,1.84703,0.0,0.0,0.0,0,0,0,7,0.0,0.0,9.09329,0.0,0.0,0.0,1,22,1,7,1,1,0.0,0.0,21,0.0,9,0.0,0.0,0.0,0.0,0.0,2,0.0,4,2,4,0,0.0,0.0,2.02,0.13692100000000001,1.01,3,0.0,0.0059240000000000004,0.0,14,6,0.006462000000000001,0.0,0.175609,0.0
1,54,0,0.0,0.0,1,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.026356,0.0,0.0,38,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,1,1,0,0.0,0.0,0,0.0,2,0.0,0.03411,0.0,0.0,0.0,0,0.0,39,1,1,0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0
0,55,0,0.0,0.006837,13,0.0,2.02,0.192404,0.0,2.02,0.001218,18.8264,0.0,0.0,0.0,0,0,0,6,0.0,1.01,9.60696,0.0,0.0,0.0,1,19,0,6,1,2,0.0,0.0,15,0.0,7,0.0,0.002675,0.001143,0.0,0.0,3,0.0,5,11,4,0,0.0,0.0,2.02,0.20211300000000001,3.09,22,0.0,0.011815,0.0,9,6,0.0073939999999999995,1.01,0.332022,0.0
